Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
   10753,    5.87,    5.87,        27.06,    37.58,   286.00,   488.00,   277.00,   479.00,  2181,
   10754,    4.77,    4.77,        17.85,    37.58,   893.00,   469.00,   884.00,   461.00,  2189,
   10755,    4.53,    4.53,        16.12,    37.58,   932.00,   421.00,   924.00,   413.00,  2191,
   10756,    5.42,    5.42,        23.03,    37.58,   347.50,   417.00,   337.00,   409.00,  2194,
   10757,    4.45,    4.45,        15.55,    37.58,   561.50,   374.50,   553.00,   367.00,  2195,
   10758,    5.99,    5.99,        28.21,    37.58,  1011.50,   365.00,  1002.00,   356.00,  2203,
   10759,    5.35,    5.35,        22.46,    37.58,   269.50,   361.50,   261.00,   353.00,  2187,
   10760,    6.52,    6.52,         33.4,    37.58,   979.50,   329.00,   969.00,   319.00,  2196,
   10761,    5.81,    5.81,        26.49,    37.58,   302.50,   322.50,   292.00,   314.00,  2197,
   10762,    5.74,    5.74,        25.91,    37.58,   655.00,   317.50,   646.00,   308.00,  2190,
   10763,    6.98,    6.98,        38.23,    37.58,   819.50,   309.00,   809.00,   299.00,  2199,
   10764,    6.87,    6.87,        37.07,    37.58,   905.00,   296.00,   894.00,   286.00,  2198,
   10765,    5.68,    5.68,        25.33,    37.58,   965.50,   255.00,   957.00,   246.00,  2201,
   10766,    5.21,    5.21,         21.3,    37.58,   622.50,   237.50,   614.00,   229.00,  2200,
   10767,    6.63,    6.63,        34.55,    37.58,   593.00,   221.50,   582.00,   212.00,  2204,
   10768,    6.23,    6.23,        30.52,    37.58,   564.00,   203.50,   554.00,   194.00,  2205,
   10769,    6.35,    6.35,        31.67,    37.58,   550.00,   189.00,   540.00,   180.00,  2206,
   10770,    4.92,    4.92,           19,    37.58,   684.00,   164.50,   676.00,   156.00,  2207,
   10771,    5.55,    5.55,        24.18,    37.58,   305.50,   143.00,   295.00,   134.00,  2208,
   10772,    6.35,    6.35,        31.67,    37.58,   824.00,   138.50,   814.00,   129.00,  2209,
   10773,    5.07,    5.07,        20.15,    37.58,   718.00,   106.00,   710.00,    97.00,  2210,
   10774,    5.28,    5.28,        21.88,    37.58,   264.00,   105.50,   254.00,    97.00,  2211,
   10775,    5.21,    5.21,         21.3,    37.58,   811.00,    95.00,   803.00,    86.00,  2212,
   10776,    6.41,    6.41,        32.24,    37.58,   303.00,    92.50,   292.00,    83.00,  2213,
   10777,    5.28,    5.28,        21.88,    37.58,   704.50,    87.50,   696.00,    79.00,  2214,
   10778,    6.17,    6.17,        29.94,    37.58,   282.50,    80.50,   272.00,    71.00,  2215,
   10779,    5.21,    5.21,         21.3,    37.58,   293.00,    73.00,   284.00,    64.00,  2216,
   10780,    5.48,    5.48,        23.61,    37.58,   879.50,    59.50,   871.00,    51.00,  2217,
   10785,    6.35,    6.35,        31.67,    37.63,   767.00,   875.50,   758.00,   866.00,  2143,
   10786,    5.21,    5.21,         21.3,    37.63,   252.00,   872.50,   242.00,   865.00,  2175,
   10787,    4.92,    4.92,           19,    37.63,   383.00,   868.00,   374.00,   860.00,  2183,
   10788,    5.99,    5.99,        28.21,    37.63,   272.00,   852.50,   261.00,   844.00,  2158,
   10789,    8.68,    8.68,        59.14,    37.63,   644.00,   853.50,   633.00,   842.00,  2218,
   10790,    5.68,    5.68,        25.33,    37.63,   344.50,   845.00,   334.00,   837.00,  2184,
   10791,    4.53,    4.53,        16.12,    37.63,  1016.50,   801.00,  1008.00,   793.00,  2161,
   10792,    5.07,    5.07,        20.15,    37.63,   643.00,   762.50,   635.00,   754.00,  2174,
   10793,    5.74,    5.74,        25.91,    37.63,   801.50,   747.00,   793.00,   738.00,  2173,
   10794,    4.69,    4.69,        17.27,    37.63,   392.00,   741.50,   384.00,   733.00,  2180,
   10795,    4.69,    4.69,        17.27,    37.63,   641.00,   700.50,   633.00,   692.00,  2182,
   10796,    4.69,    4.69,        17.27,    37.63,   893.50,   682.00,   885.00,   674.00,  2189,
   10797,    6.69,    6.69,        35.12,    37.63,   814.00,   673.50,   805.00,   664.00,  2192,
   10798,    5.35,    5.35,        22.46,    37.63,   348.00,   629.00,   338.00,   621.00,  2194,
   10799,    6.05,    6.05,        28.79,    37.63,   286.50,   622.50,   278.00,   613.00,  2181,
   10800,    4.28,    4.28,        14.39,    37.63,   932.50,   620.00,   925.00,   612.00,  2191,
   10801,    4.37,    4.37,        14.97,    37.63,   562.50,   588.50,   554.00,   581.00,  2195,
   10802,    5.55,    5.55,        24.18,    37.63,  1011.50,   544.00,  1002.00,   535.00,  2178,
   10803,    5.55,    5.55,        24.18,    37.63,   303.00,   526.00,   293.00,   518.00,  2197,
   10804,    7.70,    7.70,        46.58,    37.63,   820.50,   515.00,   810.00,   505.00,  2199,
   10805,    7.50,    7.50,        44.16,    37.63,   980.50,   508.00,   970.00,   498.00,  2196,
   10806,    5.07,    5.07,        20.15,    37.63,   269.50,   490.50,   261.00,   482.00,  2187,
   10807,    7.80,    7.80,        47.81,    37.63,   905.50,   486.00,   895.00,   476.00,  2198,
   10808,    4.45,    4.45,        15.55,    37.63,   966.00,   455.50,   957.00,   448.00,  2201,
   10809,    5.68,    5.68,        25.33,    37.63,   655.50,   451.00,   647.00,   442.00,  2190,
   10810,    5.93,    5.93,        27.64,    37.63,   564.50,   418.50,   554.00,   410.00,  2205,
   10811,    6.63,    6.63,        34.55,    37.63,   593.00,   416.00,   582.00,   407.00,  2204,
   10812,    5.28,    5.28,        21.88,    37.63,   623.50,   395.50,   615.00,   387.00,  2200,
   10813,    6.35,    6.35,        31.67,    37.63,   550.00,   368.50,   540.00,   359.00,  2206,
   10814,    6.23,    6.23,        30.52,    37.63,   825.00,   350.50,   815.00,   341.00,  2209,
   10815,    5.42,    5.42,        23.03,    37.63,   306.00,   346.50,   296.00,   338.00,  2208,
   10816,    5.21,    5.21,         21.3,    37.63,   684.50,   336.50,   676.00,   328.00,  2207,
   10817,    4.45,    4.45,        15.55,    37.63,   719.50,   317.00,   712.00,   309.00,  2210,
   10818,    4.77,    4.77,        17.85,    37.63,   812.00,   309.00,   804.00,   300.00,  2212,
   10819,    6.05,    6.05,        28.79,    37.63,   303.50,   294.00,   293.00,   285.00,  2213,
   10820,    4.99,    4.99,        19.58,    37.63,   264.50,   286.50,   255.00,   278.00,  2211,
   10821,    6.87,    6.87,        37.07,    37.63,   283.00,   265.50,   272.00,   256.00,  2215,
   10822,    4.84,    4.84,        18.42,    37.63,   293.50,   255.50,   285.00,   247.00,  2216,
   10823,    6.46,    6.46,        32.82,    37.63,   885.00,   233.50,   875.00,   224.00,  2219,
   10824,    5.61,    5.61,        24.76,    37.63,   705.00,   226.00,   696.00,   217.00,  2214,
   10825,    5.87,    5.87,        27.06,    37.63,   880.00,   186.00,   871.00,   177.00,  2217,
   10826,    6.29,    6.29,        31.09,    37.63,   834.50,   176.50,   825.00,   167.00,  2220,
   10827,    5.48,    5.48,        23.61,    37.63,   509.50,   173.00,   500.00,   164.00,  2221,
   10828,    4.69,    4.69,        17.27,    37.63,   510.00,   154.50,   502.00,   146.00,  2222,
   10829,    5.99,    5.99,        28.21,    37.63,   980.50,   148.00,   971.00,   139.00,  2223,
   10830,    6.74,    6.74,         35.7,    37.63,   573.50,   104.00,   563.00,    94.00,  2224,
   10838,    5.07,    5.07,        20.15,    37.67,   392.00,   868.50,   384.00,   860.00,  2180,
   10839,    5.61,    5.61,        24.76,    37.67,   802.00,   857.50,   793.00,   849.00,  2173,
   10840,    4.53,    4.53,        16.12,    37.67,   893.00,   844.00,   885.00,   836.00,  2189,
   10841,    4.77,    4.77,        17.85,    37.67,   642.00,   843.50,   634.00,   835.00,  2174,
   10842,    5.48,    5.48,        23.61,    37.67,   348.50,   790.00,   338.00,   782.00,  2194,
   10843,    4.37,    4.37,        14.97,    37.67,   933.00,   771.00,   925.00,   763.00,  2191,
   10844,    6.69,    6.69,        35.12,    37.67,   814.50,   764.50,   805.00,   755.00,  2192,
   10845,    4.19,    4.19,        13.82,    37.67,   563.50,   752.00,   556.00,   744.00,  2195,
   10846,    5.99,    5.99,        28.21,    37.67,   286.50,   723.00,   278.00,   714.00,  2181,
   10847,    5.28,    5.28,        21.88,    37.67,   303.50,   679.50,   293.00,   672.00,  2197,
   10848,    5.55,    5.55,        24.18,    37.67,  1013.00,   677.00,  1004.00,   668.00,  2178,
   10849,    6.63,    6.63,        34.55,    37.67,   820.50,   672.00,   810.00,   662.00,  2199,
   10850,    7.70,    7.70,        46.58,    37.67,   980.50,   642.50,   970.00,   633.00,  2196,
   10851,    6.98,    6.98,        38.23,    37.67,   905.50,   629.00,   895.00,   619.00,  2198,
   10852,    4.19,    4.19,        13.82,    37.67,   966.50,   605.50,   958.00,   598.00,  2201,
   10853,    4.92,    4.92,           19,    37.67,   271.00,   586.50,   263.00,   578.00,  2187,
   10854,    6.05,    6.05,        28.79,    37.67,   565.50,   582.50,   555.00,   574.00,  2205,
   10855,    6.69,    6.69,        35.12,    37.67,   593.50,   562.50,   583.00,   554.00,  2204,
   10856,    5.74,    5.74,        25.91,    37.67,   656.00,   551.50,   647.00,   543.00,  2190,
   10857,    5.48,    5.48,        23.61,    37.67,   623.50,   515.50,   615.00,   507.00,  2200,
   10858,    6.29,    6.29,        31.09,    37.67,   825.00,   512.00,   815.00,   503.00,  2209,
   10859,    6.98,    6.98,        38.23,    37.67,   550.00,   505.00,   539.00,   495.00,  2206,
   10860,    5.21,    5.21,         21.3,    37.67,   307.00,   500.50,   297.00,   493.00,  2208,
   10861,    4.28,    4.28,        14.39,    37.67,   719.50,   478.00,   712.00,   470.00,  2210,
   10862,    4.19,    4.19,        13.82,    37.67,   812.50,   473.00,   805.00,   465.00,  2212,
   10863,    5.14,    5.14,        20.73,    37.67,   685.00,   466.50,   677.00,   458.00,  2207,
   10864,    6.17,    6.17,        29.94,    37.67,   304.50,   446.50,   294.00,   438.00,  2213,
   10865,    4.99,    4.99,        19.58,    37.67,   264.50,   421.00,   256.00,   413.00,  2211,
   10866,    6.35,    6.35,        31.67,    37.67,   283.50,   404.50,   272.00,   396.00,  2215,
   10867,    6.29,    6.29,        31.09,    37.67,   885.50,   394.00,   876.00,   385.00,  2219,
   10868,    4.99,    4.99,        19.58,    37.67,   294.00,   393.00,   285.00,   385.00,  2216,
   10869,    5.55,    5.55,        24.18,    37.67,   510.00,   340.50,   500.00,   332.00,  2221,
   10870,    6.52,    6.52,         33.4,    37.67,   835.00,   339.00,   825.00,   329.00,  2220,
   10871,    5.61,    5.61,        24.76,    37.67,   705.00,   331.50,   696.00,   323.00,  2214,
   10872,    4.99,    4.99,        19.58,    37.67,   510.50,   298.50,   502.00,   290.00,  2222,
   10873,    5.99,    5.99,        28.21,    37.67,   981.00,   294.50,   971.00,   286.00,  2223,
   10874,    5.87,    5.87,        27.06,    37.67,   880.00,   281.00,   871.00,   272.00,  2217,
   10875,    6.52,    6.52,         33.4,    37.67,   575.00,   239.50,   565.00,   230.00,  2224,
   10876,    6.05,    6.05,        28.79,    37.67,   415.50,   199.50,   405.00,   190.00,  2225,
   10877,    5.07,    5.07,        20.15,    37.67,   638.50,   188.50,   629.00,   180.00,  2226,
   10878,    5.68,    5.68,        25.33,    37.67,   327.00,   170.00,   317.00,   161.00,  2227,
   10879,    6.41,    6.41,        32.24,    37.67,   512.00,   156.00,   501.00,   146.00,  2228,
   10880,    6.58,    6.58,        33.97,    37.67,   444.00,   152.50,   434.00,   143.00,  2229,
   10881,    5.07,    5.07,        20.15,    37.67,   717.50,   145.50,   709.00,   137.00,  2230,
   10882,    7.40,    7.39,        42.95,    37.67,   411.50,   132.00,   400.00,   122.00,  2231,
   10883,    5.07,    5.07,        20.15,    37.67,   613.50,   126.50,   605.00,   118.00,  2232,
   10884,    6.46,    6.46,        32.82,    37.67,   454.50,    69.00,   444.00,    59.00,  2233,
   10885,    6.98,    6.98,        38.23,    37.67,   586.00,    53.00,   576.00,    43.00,  2234,
   10890,    6.69,    6.69,        35.12,    37.72,   814.50,   851.50,   805.00,   842.00,  2192,
   10891,    5.28,    5.28,        21.88,    37.72,   304.00,   826.00,   294.00,   818.00,  2197,
   10892,    6.11,    6.11,        29.36,    37.72,   287.00,   821.00,   278.00,   812.00,  2181,
   10893,    6.58,    6.58,        33.97,    37.72,   821.00,   819.00,   811.00,   809.00,  2199,
   10894,    5.21,    5.21,         21.3,    37.72,  1012.50,   807.00,  1003.00,   799.00,  2161,
   10895,    6.63,    6.63,        34.55,    37.72,   981.00,   772.50,   971.00,   763.00,  2196,
   10896,    6.98,    6.98,        38.23,    37.72,   906.50,   764.50,   896.00,   755.00,  2198,
   10897,    4.37,    4.37,        14.97,    37.72,   966.00,   749.00,   958.00,   741.00,  2201,
   10898,    5.48,    5.48,        23.61,    37.72,   566.50,   736.00,   557.00,   728.00,  2205,
   10899,    6.17,    6.17,        29.94,    37.72,   593.50,   700.50,   583.00,   691.00,  2204,
   10900,    5.21,    5.21,         21.3,    37.72,   271.00,   680.50,   263.00,   672.00,  2176,
   10901,    5.74,    5.74,        25.91,    37.72,   826.00,   663.50,   816.00,   655.00,  2209,
   10902,    5.28,    5.28,        21.88,    37.72,   307.00,   646.50,   297.00,   639.00,  2208,
   10903,    5.81,    5.81,        26.49,    37.72,   656.50,   647.00,   648.00,   638.00,  2190,
   10904,    6.29,    6.29,        31.09,    37.72,   550.50,   633.50,   540.00,   625.00,  2206,
   10905,    4.02,    4.02,        12.67,    37.72,   720.50,   627.50,   713.00,   620.00,  2210,
   10906,    5.48,    5.48,        23.61,    37.72,   624.50,   629.00,   616.00,   620.00,  2200,
   10907,    4.37,    4.37,        14.97,    37.72,   812.50,   625.00,   805.00,   617.00,  2212,
   10908,    5.68,    5.68,        25.33,    37.72,   304.50,   592.00,   294.00,   584.00,  2213,
   10909,    5.35,    5.35,        22.46,    37.72,   685.50,   589.50,   677.00,   581.00,  2207,
   10910,    4.92,    4.92,           19,    37.72,   265.00,   552.00,   256.00,   544.00,  2211,
   10911,    5.42,    5.42,        23.03,    37.72,   886.00,   546.00,   876.00,   538.00,  2219,
   10912,    6.23,    6.23,        30.52,    37.72,   284.00,   538.50,   273.00,   530.00,  2215,
   10913,    4.61,    4.61,         16.7,    37.72,   294.50,   525.00,   286.00,   517.00,  2216,
   10914,    5.14,    5.14,        20.73,    37.72,   510.50,   497.00,   501.00,   489.00,  2221,
   10915,    6.23,    6.23,        30.52,    37.72,   835.00,   490.00,   825.00,   481.00,  2220,
   10916,    5.87,    5.87,        27.06,    37.72,   982.00,   435.00,   973.00,   426.00,  2223,
   10917,    4.53,    4.53,        16.12,    37.72,   511.50,   433.50,   504.00,   425.00,  2222,
   10918,    5.68,    5.68,        25.33,    37.72,   705.50,   432.00,   697.00,   423.00,  2214,
   10919,    6.17,    6.17,        29.94,    37.72,   880.50,   371.50,   872.00,   362.00,  2217,
   10920,    6.69,    6.69,        35.12,    37.72,   575.00,   367.50,   564.00,   358.00,  2224,
   10921,    5.99,    5.99,        28.21,    37.72,   416.50,   353.00,   406.00,   344.00,  2225,
   10922,    4.92,    4.92,           19,    37.72,   639.00,   344.00,   630.00,   336.00,  2226,
   10923,    5.74,    5.74,        25.91,    37.72,   328.00,   318.50,   318.00,   310.00,  2227,
   10924,    6.52,    6.52,         33.4,    37.72,   512.50,   304.00,   502.00,   295.00,  2228,
   10925,    4.28,    4.28,        14.39,    37.72,   718.50,   297.00,   711.00,   289.00,  2230,
   10926,    6.63,    6.63,        34.55,    37.72,   445.00,   283.50,   435.00,   274.00,  2229,
   10927,    6.87,    6.87,        37.07,    37.72,   413.00,   262.50,   403.00,   253.00,  2231,
   10928,    5.21,    5.21,         21.3,    37.72,   613.50,   235.00,   605.00,   226.00,  2232,
   10929,    6.11,    6.11,        29.36,    37.72,   455.50,   222.50,   445.00,   213.00,  2233,
   10930,    7.08,    7.08,         39.4,    37.72,   586.50,   162.00,   576.00,   152.00,  2234,
   10931,    6.52,    6.52,         33.4,    37.72,   548.50,   120.00,   538.00,   110.00,  2235,
   10937,    5.61,    5.61,        24.76,    37.77,   595.50,   898.50,   586.00,   890.00,  2204,
   10938,    5.35,    5.35,        22.46,    37.77,   826.50,   878.00,   817.00,   869.00,  2160,
   10939,    5.21,    5.21,         21.3,    37.77,   308.00,   854.00,   298.00,   846.00,  2197,
